Unnamed: 0,Hour,Minutes,Sensor_alpha,Sensor_beta,Sensor_gamma,Sensor_alpha_plus,Sensor_beta_plus,Sensor_gamma_plus,Insect,hour_sin,hour_cos,minute_sin,minute_cos
4478,20,17,-0.1724956786489115,1.8064726684171302,0.31911061746857355,-0.9496901329506074,-0.6282619993237399,0.4040772693587851,0,-0.8660254037844386,0.5000000000000001,0.9781476007338057,-0.20791169081775934
5271,21,55,-0.14726322347038293,0.21622760419324302,-1.1449089550173037,-1.5317526702109119,0.5194075196618341,0.2899613817833041,1,-0.7071067811865477,0.7071067811865474,-0.49999999999999967,0.8660254037844388
3803,21,0,1.769626656559763,1.43930683402691,0.023345422647185737,-0.9919741672581789,0.02317022962360005,0.09208741464159827,2,-0.7071067811865477,0.7071067811865474,0.0,1.0
1294,19,57,0.5595445041513957,-0.7650916814159383,1.605226856549219,0.7972559148287416,1.1036264354742222,0.5147815893314189,0,-0.9659258262890684,0.2588190451025203,-0.3090169943749477,0.9510565162951535
2939,22,38,0.16968289470705147,0.2468138114105301,-0.3601228737751319,-0.9073880595400248,-2.771057260284496,1.2816044800618165,0,-0.5000000000000004,0.8660254037844384,-0.743144825477394,-0.6691306063588585
4032,22,39,-0.7392744192227635,0.08475704885641384,-0.47709638005564,-1.2783743316280325,0.6537625951643757,-1.1081389699467075,0,-0.5000000000000004,0.8660254037844384,-0.8090169943749473,-0.5877852522924732
6536,19,55,0.6261230836769702,-1.2529598594448323,1.1977893716570103,1.047139600621216,-0.022837995765447382,-0.899321418581622,0,-0.9659258262890684,0.2588190451025203,-0.49999999999999967,0.8660254037844388
4995,21,43,-1.117054057013854,-0.8655364774337728,0.8126851957855079,0.41217513236010017,2.0715707124848217,0.18372276032636978,0,-0.7071067811865477,0.7071067811865474,-0.9781476007338056,-0.2079116908177598
4166,21,16,0.8313453143773543,0.5628736850270829,0.5316996559443012,-0.5964986438107117,0.9396059819408861,-1.3229868095298374,1,-0.7071067811865477,0.7071067811865474,0.9945218953682734,-0.10452846326765333
1112,21,48,-0.51613806661885,0.998249889566434,0.734277877264704,-0.6869874823985536,-0.6018458926139441,-1.82404993085992,1,-0.7071067811865477,0.7071067811865474,-0.9510565162951536,0.30901699437494723
776,21,5,1.766859647084506,0.9835071300326572,0.006544623069527289,-0.2432621050647801,0.759252134809654,-0.7502909000990432,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
6614,21,43,2.4245865090312453,-0.35420203921400506,-0.3177268688036323,-1.0908531054379225,0.21093837913860458,0.837333706849118,1,-0.7071067811865477,0.7071067811865474,-0.9781476007338056,-0.2079116908177598
4747,21,10,0.20292207750050745,-0.2805486390055602,0.4703491484558805,-0.09558142064591303,-0.09856736091025255,1.1830476613667251,1,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001
2906,18,41,-1.4768051033396798,1.1404494071303535,-1.0113690697646183,-1.7830515466368708,1.1417558809569524,-1.3392297919171028,0,-1.0,-1.8369701987210297e-16,-0.9135454576426005,-0.40673664307580093
6943,20,59,-0.28600363752472174,-0.2687102900366527,-0.3641673820334699,-0.00012131941998732566,-2.292563574265564,-0.9534089669142237,0,-0.8660254037844386,0.5000000000000001,-0.10452846326765342,0.9945218953682733
4531,22,10,0.27415819293018834,-1.5088113061895996,1.2347248159927302,-0.254079536080087,0.08894992055866564,-1.3400467252476442,0,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001
5062,20,37,0.9889938062850343,-0.34391375763454424,0.45066599521086015,1.053575876589395,0.8066635526676159,0.11756598539752088,0,-0.8660254037844386,0.5000000000000001,-0.6691306063588582,-0.7431448254773942
1851,22,28,-1.2992710658897848,0.28528403205036884,-0.5215155734326125,0.3806291841528341,-0.37246427764473816,-0.9883232244800613,0,-0.5000000000000004,0.8660254037844384,0.20791169081775931,-0.9781476007338057
1963,21,18,-0.5303523879901181,-0.9049021313596541,-0.7977238318353349,1.003934382106146,-1.2003342093804354,0.41547692645225776,0,-0.7071067811865477,0.7071067811865474,0.9510565162951536,-0.30901699437494734
4909,22,17,-0.43701520820230244,-0.5476623980165872,-0.23208434747821033,-0.1852044163092086,1.1687511770129724,0.3603386987796231,1,-0.5000000000000004,0.8660254037844384,0.9781476007338057,-0.20791169081775934
3882,18,58,-1.6146362537585335,2.3592394731832584,-0.1736177250980602,-0.4859835569155566,1.0567779091095388,-1.3651447294733228,2,-1.0,-1.8369701987210297e-16,-0.20791169081775898,0.9781476007338057
4418,20,44,-0.9125410953060514,0.6135892920359355,-0.05214424931204312,0.3053790774448057,1.0962819590737858,-0.13879272018140898,0,-0.8660254037844386,0.5000000000000001,-0.9945218953682733,-0.10452846326765423
485,19,25,0.9083338552478192,-1.3314101006310688,1.1060597239562522,0.7958420395892154,-0.6579341909031897,-0.10431980743314398,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387
4411,21,59,-0.9178934571680064,-0.9597706032346409,0.24372403313806987,0.24079097965933233,1.1582635125560397,-0.7610872316965985,1,-0.7071067811865477,0.7071067811865474,-0.10452846326765342,0.9945218953682733
5359,21,20,0.6552183185578361,-0.09827896832598278,-0.6832636853378142,-1.244704624695202,-0.5367616321606836,-0.7647185824898337,1,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
30,21,53,2.5208189786664574,-0.7944572962861783,-0.5755770140126371,-0.004301154572362086,-0.5141252241044407,0.7533054000516664,1,-0.7071067811865477,0.7071067811865474,-0.6691306063588581,0.7431448254773942
1879,22,48,2.0637201138388868,0.2642134690456058,0.8654934408342867,0.9167330935799951,0.6683155274660562,2.567475462363738,0,-0.5000000000000004,0.8660254037844384,-0.9510565162951536,0.30901699437494723
2283,21,15,0.554193494282947,-0.25189641799715484,-1.126937451293712,1.1808696677179882,-0.4591690493054821,1.3363400271556654,1,-0.7071067811865477,0.7071067811865474,1.0,2.83276944882399e-16
6494,21,49,-0.17152505377925098,0.6734671095337783,0.7068605339913954,-0.5201169317196017,0.9873536098434471,1.845945915816974,1,-0.7071067811865477,0.7071067811865474,-0.9135454576426011,0.40673664307579976
3214,19,39,0.28764286751596657,0.05285520102637807,0.0720304660876414,0.6989436365057465,0.0112109710480455,-1.1102800975749259,0,-0.9659258262890684,0.2588190451025203,-0.8090169943749473,-0.5877852522924732
4504,21,23,-0.7769191798582464,1.3322741367434834,1.0194243496501114,-1.118828475017749,-0.25356263024917963,-0.966640373150639,1,-0.7071067811865477,0.7071067811865474,0.6691306063588583,-0.7431448254773941
4772,23,44,0.900297331939361,-2.6003578219445074,-1.3406503265177723,2.253500276073915,1.0436539355494092,1.6314900721832877,0,-0.25881904510252157,0.9659258262890681,-0.9945218953682733,-0.10452846326765423
3260,21,59,-0.601498502669717,0.6274495742733209,0.13001607812472157,-0.9934015265058876,0.14320221449292303,-2.6188017738357523,1,-0.7071067811865477,0.7071067811865474,-0.10452846326765342,0.9945218953682733
636,16,59,-0.2246093245716569,-1.4072802596173148,-0.521747302662437,1.8468549102997225,0.7363122968695381,0.26769081087726204,0,-0.8660254037844385,-0.5000000000000004,-0.10452846326765342,0.9945218953682733
4801,21,48,-0.0012497050594206872,0.8887881348866857,1.0238832106710192,-0.39778603811553853,1.100433451113417,-1.3005600709941478,1,-0.7071067811865477,0.7071067811865474,-0.9510565162951536,0.30901699437494723
2348,20,38,-1.4355334809783435,-0.809134593445958,-1.0032869362027514,0.17272537673734245,-0.1519709630960439,0.8947151539428199,0,-0.8660254037844386,0.5000000000000001,-0.743144825477394,-0.6691306063588585
1083,19,24,-0.4411182340709005,-0.4200208428789601,1.0696946771959015,0.4288656709136935,0.6641226440802545,-1.530666019378265,0,-0.9659258262890684,0.2588190451025203,0.5877852522924732,-0.8090169943749473
861,21,14,-0.010136879155634045,1.8668372524152652,1.8109228398928263,-0.8058107104917905,-0.9166029218354874,-0.36577739490927313,1,-0.7071067811865477,0.7071067811865474,0.9945218953682733,0.10452846326765346
3080,21,47,0.6189312742646103,0.13691040309249244,-0.9516364183011865,-1.6866835011051267,-0.1810510725089943,0.4354857493705378,1,-0.7071067811865477,0.7071067811865474,-0.9781476007338056,0.20791169081775943
903,21,8,1.2490493886201426,0.9295976211364387,1.3737661379918105,-0.5669811836388763,0.485747717199016,0.9411735209462764,1,-0.7071067811865477,0.7071067811865474,0.7431448254773941,0.6691306063588582
4342,20,31,0.21474638112164193,-0.41878500105144023,0.480745402693961,-0.3791978639071839,0.8205498338693635,-1.3590591077655922,2,-0.8660254037844386,0.5000000000000001,-0.10452846326765305,-0.9945218953682734
109,21,32,-2.4172688795660857,0.4790440594156168,0.6560786309331995,-0.2823285127900146,-0.03579861673928964,-0.5424871432410894,1,-0.7071067811865477,0.7071067811865474,-0.20791169081775907,-0.9781476007338057
6733,20,0,-2.4346010748445703,-0.4197845446187124,0.8018041818995915,1.0731661251656828,-0.7410783492435092,0.03543402490099595,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
3703,21,28,-0.8682625026165293,0.3429904821696751,0.4280445768624252,0.33256758458000113,-0.17023363058714105,0.20960690159026296,0,-0.7071067811865477,0.7071067811865474,0.20791169081775931,-0.9781476007338057
5776,3,36,2.197015347594073,-0.09590687597838417,-1.1110424078235588,0.04635227779474575,1.3389320435485104,-2.3394697279648264,1,0.7071067811865476,0.7071067811865476,-0.587785252292473,-0.8090169943749475
6768,22,33,-1.986203662410513,1.042465865843568,-1.2516256942139692,1.0272081777468731,0.28577747622661553,1.4894194779233134,2,-0.5000000000000004,0.8660254037844384,-0.3090169943749473,-0.9510565162951536
5876,16,1,-0.14072109589136417,0.4895045155380166,0.8178687659164928,1.123657694347951,0.14563671124376146,0.27984841725646326,0,-0.8660254037844385,-0.5000000000000004,0.10452846326765346,0.9945218953682733
3745,20,7,0.9405544090672354,-0.4844748889235125,-0.6733539395263178,-1.245220738850171,0.021890174201929798,-0.288581355925991,0,-0.8660254037844386,0.5000000000000001,0.6691306063588582,0.7431448254773942
6069,20,55,-1.26082557798777,-0.5079686488076051,0.26511579162024235,0.4759254862986118,-0.2337711133961818,-3.683275875390524,0,-0.8660254037844386,0.5000000000000001,-0.49999999999999967,0.8660254037844388
1831,22,55,-1.1533760939796944,-0.4905573976376063,-0.39699636751893974,0.4646110041242901,0.9432120775500212,-0.21423061963021434,0,-0.5000000000000004,0.8660254037844384,-0.49999999999999967,0.8660254037844388
6572,22,25,0.27691151683667364,-1.697391550739532,-1.9561366704901688,0.8710673085548339,0.10907232245082824,0.7355366999461765,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387
782,19,29,-1.7144045438381634,-0.33614787729694406,1.0175009844984837,0.5647583288992591,-1.8961735651208116,-0.956415222709052,0,-0.9659258262890684,0.2588190451025203,0.10452846326765329,-0.9945218953682734
6836,20,36,0.7667295571424265,-0.37209251210993693,0.2534044178084489,-0.5617457356894714,1.9638247803521671,-0.0528041110485808,0,-0.8660254037844386,0.5000000000000001,-0.587785252292473,-0.8090169943749475
3296,22,34,-0.0857688448969381,-0.08384336806538821,-0.22437797965344372,0.7569804515395798,-1.464736681981265,-0.705088370496083,0,-0.5000000000000004,0.8660254037844384,-0.4067366430758002,-0.9135454576426009
2753,21,2,0.43795956370091677,-1.2182390317856293,1.0531058842616763,-0.9554900451839125,0.27345730504745047,-0.4131832356359751,1,-0.7071067811865477,0.7071067811865474,0.20791169081775931,0.9781476007338057
5209,22,53,2.0285197896326896,-0.712675427888992,0.14015651640681628,-0.17988485756174522,-1.9255885431835096,1.060674785045277,0,-0.5000000000000004,0.8660254037844384,-0.6691306063588581,0.7431448254773942
1825,21,31,0.2181372211709228,0.6282752124826039,0.6316304424954937,-0.7225979016854496,0.6274644297972104,-1.0177687604324654,1,-0.7071067811865477,0.7071067811865474,-0.10452846326765305,-0.9945218953682734
1094,21,13,0.5484812175972187,-0.7375360964486358,0.2373338610121999,-0.6731678100327146,-0.9737427362825931,2.377465854877946,1,-0.7071067811865477,0.7071067811865474,0.9781476007338057,0.20791169081775923
4897,22,27,-1.5015158157071866,0.5755725680417075,-0.4178844841095144,0.2972869465667947,1.654786782261267,-0.29009957794793567,0,-0.5000000000000004,0.8660254037844384,0.3090169943749475,-0.9510565162951535
6924,22,20,-0.0889031475530246,1.0933391203482812,-0.28220640179872714,-0.6698518186775614,-1.913200456188197,0.7661043627157136,2,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2588,18,44,0.7155767351929383,0.7227043313600365,-0.9217464795274872,-0.3287195254709566,0.28728706640821877,-0.34755516838227485,0,-1.0,-1.8369701987210297e-16,-0.9945218953682733,-0.10452846326765423
4235,22,5,1.3081109887623332,0.2513766281194967,-0.35003281503495476,-0.06795559310227818,1.6463955378068091,-1.9857715883413516,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
2550,18,22,-0.8427882249907611,0.24079843798200523,0.16944159622718086,-0.6918340735537012,1.4883487462938871,0.6096086598157802,0,-1.0,-1.8369701987210297e-16,0.7431448254773945,-0.6691306063588579
6617,21,30,-0.8034644794595426,0.9203050558350793,1.1633734144789836,-0.5093027009822562,-1.265703534998509,-1.4447614472176615,1,-0.7071067811865477,0.7071067811865474,5.66553889764798e-16,-1.0
1654,6,55,-0.30149113975184455,-0.831481136605042,-1.1929086346125173,0.3588084920142204,-1.9669503593886224,0.3017109295746544,0,1.0,6.123233995736766e-17,-0.49999999999999967,0.8660254037844388
5729,1,57,-0.17252244671493205,-2.6685540845774898,-1.8544870466287786,1.9301873374773053,-0.6647914083327959,0.6349812920943231,0,0.25881904510252074,0.9659258262890683,-0.3090169943749477,0.9510565162951535
5355,21,44,-0.7541882863845241,-1.4319538275176569,0.9980250432467805,0.6274420228382743,1.3236681466548583,-0.5392520396516451,1,-0.7071067811865477,0.7071067811865474,-0.9945218953682733,-0.10452846326765423
2328,21,0,0.12412061948980023,1.588859791590558,1.9097601899602847,-0.5850307971755375,-0.7317355224313326,-0.05477987514919861,1,-0.7071067811865477,0.7071067811865474,0.0,1.0
3786,22,59,-1.1268112978455909,1.000794904174589,0.2742390480731908,0.10062365878158847,1.107059209679191,-0.5273875675552203,0,-0.5000000000000004,0.8660254037844384,-0.10452846326765342,0.9945218953682733
5026,14,25,0.3395355044184033,0.0479579708762277,-0.9407267122622295,-0.9622112725645507,0.28975962275925915,0.9105006507604035,1,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
3544,21,56,2.7065276092945822,0.9609308904304019,0.8327065073686771,-0.6380058184785127,-1.6151499282960686,-1.0846577329579856,1,-0.7071067811865477,0.7071067811865474,-0.40673664307580015,0.913545457642601
4960,21,24,0.7119409505386382,-1.1549749485690917,1.6744970063979414,1.4420489739829392,-0.47946569120988497,0.5436873290677247,0,-0.7071067811865477,0.7071067811865474,0.5877852522924732,-0.8090169943749473
4899,18,34,0.9008758509216518,1.8760569065225805,0.7670615629624079,-0.7751440173470829,0.4789790988729029,-0.036169248225671594,0,-1.0,-1.8369701987210297e-16,-0.4067366430758002,-0.9135454576426009
6807,21,31,-1.1235733710693967,-0.19915623592456114,0.9661601146713489,-0.052744598149739724,0.34136486798242927,-0.9874041643924767,1,-0.7071067811865477,0.7071067811865474,-0.10452846326765305,-0.9945218953682734
6948,21,52,-0.6548145844289163,1.847286526860659,1.7039577678396978,-0.8370598574697514,-0.7514559694487544,-0.214834468145956,1,-0.7071067811865477,0.7071067811865474,-0.743144825477394,0.6691306063588585
5111,2,23,0.29554560500422217,-0.8842230873927376,0.9843013642654136,0.3701254492218356,1.185027739954128,1.9911808443108954,0,0.49999999999999994,0.8660254037844387,0.6691306063588583,-0.7431448254773941
1204,20,52,1.557034842823368,0.10056652483300714,1.4781876480539693,1.0726073460766485,-0.576588405476989,-1.2060936391874868,0,-0.8660254037844386,0.5000000000000001,-0.743144825477394,0.6691306063588585
2617,9,28,-1.085811062823114,0.02639408679031724,-1.1421765686584504,-0.5143179563299649,-0.6921277974914102,-1.639069591519495,1,0.7071067811865476,-0.7071067811865475,0.20791169081775931,-0.9781476007338057
4726,20,34,-1.0263906024165732,-3.090543645832095,-2.18050385988991,2.255108786049977,1.1422319024371606,1.2746025533226388,0,-0.8660254037844386,0.5000000000000001,-0.4067366430758002,-0.9135454576426009
6999,18,14,-0.9249988729105911,-1.2085801070404867,0.8233063023339648,0.24251616922799837,-0.38427039699844395,0.20327581276585588,0,-1.0,-1.8369701987210297e-16,0.9945218953682733,0.10452846326765346
6080,19,49,2.1614473265881333,-0.5965620201432172,1.118741478360267,1.0688421844714115,-0.44957690913243903,1.281876973538542,0,-0.9659258262890684,0.2588190451025203,-0.9135454576426011,0.40673664307579976
6962,20,54,-0.6670336924130299,0.44369650089571916,-0.1521347666426478,-0.38664483309784087,-0.17448122483621037,-1.3040216280070114,0,-0.8660254037844386,0.5000000000000001,-0.5877852522924734,0.8090169943749473
1770,18,58,-0.9893287487936612,1.2204979220389875,-0.37335063500052146,-0.7426458217627049,0.008199801551317257,-1.7985982695633733,2,-1.0,-1.8369701987210297e-16,-0.20791169081775898,0.9781476007338057
829,19,12,0.6540519659212325,0.07192829926469653,-0.5640970366947543,0.8950010257432768,1.4373587999429038,0.6738314692139129,2,-0.9659258262890684,0.2588190451025203,0.9510565162951535,0.30901699437494745
3429,21,32,0.26951040456187303,-0.6299469071953623,-0.048846138606542557,-0.2611993559233836,-0.5057176721299754,1.8468870005277818,1,-0.7071067811865477,0.7071067811865474,-0.20791169081775907,-0.9781476007338057
2431,20,28,-1.6401505115754127,-0.5578329772364579,1.1820178407875401,2.0282929898449105,-0.4667107609248269,-0.32370684793573534,0,-0.8660254037844386,0.5000000000000001,0.20791169081775931,-0.9781476007338057
627,21,44,0.45456021499860777,-0.06653881757954179,0.3152945404841933,-0.2934489510313587,1.5450928862839044,1.1847105564559537,1,-0.7071067811865477,0.7071067811865474,-0.9945218953682733,-0.10452846326765423
4099,21,32,-1.0698763727985539,-0.9240153806947381,0.522614880588896,-0.6785837893882246,-1.3172741574474065,-2.0643546609932963,1,-0.7071067811865477,0.7071067811865474,-0.20791169081775907,-0.9781476007338057
925,18,49,1.0023874638438268,0.5977489049188058,-0.4951415103365855,-0.5035154364698716,-1.3545837314546554,1.415770693928158,0,-1.0,-1.8369701987210297e-16,-0.9135454576426011,0.40673664307579976
295,21,49,0.28710248366965746,-0.3791660196882716,0.3410356574314577,-0.012352083005962284,-1.0977582655801024,0.9449452197479775,1,-0.7071067811865477,0.7071067811865474,-0.9135454576426011,0.40673664307579976
1052,23,6,-0.3721861054944844,-1.0073019777742298,-1.708071837919219,0.22709404014418583,1.0511766709363455,0.8710516237268344,0,-0.25881904510252157,0.9659258262890681,0.5877852522924731,0.8090169943749475
2571,21,25,-1.196932172073659,0.8129898144748796,0.06725879647776574,-0.8343075474547262,0.5455265693215449,1.8313431591450458,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387
3519,22,16,-0.20663464997337175,0.8724433227276837,-0.9853167994200952,0.7496857728871135,0.15654040114439366,1.1945019006448405,2,-0.5000000000000004,0.8660254037844384,0.9945218953682734,-0.10452846326765333
2215,1,5,0.9826305808050384,-2.6253720966300054,3.32450664817461,-0.40030941856474334,-0.02476969049965489,1.227689011798783,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
944,21,33,-1.0197604450350064,2.436581607780977,1.6351342915844433,-1.4347102788404646,-0.2840598366585711,0.42140185657337126,1,-0.7071067811865477,0.7071067811865474,-0.3090169943749473,-0.9510565162951536
5564,21,0,0.34714943737477855,-0.39683518966260345,-0.12090931436495672,-1.4423022301181383,-0.9055635280505897,0.09976508692568384,1,-0.7071067811865477,0.7071067811865474,0.0,1.0
5803,18,52,-0.7256881000364833,-0.11231894755950697,1.1149143297662287,-0.5794650550706114,1.2758219635474524,0.48570468643226367,0,-1.0,-1.8369701987210297e-16,-0.743144825477394,0.6691306063588585
12,2,49,0.7482014279674392,-0.047294065171347585,-0.4577904298993601,0.25486896312151536,-0.1389122386892978,-1.5179811992609262,0,0.49999999999999994,0.8660254037844387,-0.9135454576426011,0.40673664307579976
1117,20,38,-0.23959594324708647,0.9009843958587186,-0.028280098362854906,-1.0477894425074539,0.780509372933282,1.7039106269816626,0,-0.8660254037844386,0.5000000000000001,-0.743144825477394,-0.6691306063588585
5091,20,44,0.08441739823133879,-1.806720962128109,-0.7626658486521725,1.9012116286575007,-0.1858194698296897,1.0074635007110202,0,-0.8660254037844386,0.5000000000000001,-0.9945218953682733,-0.10452846326765423
2706,18,0,0.32133435847048625,-0.26429744292488255,1.3250794536959893,0.4829373437833916,0.9834642183350754,0.1691028292850117,0,-1.0,-1.8369701987210297e-16,0.0,1.0
2966,18,43,-0.045466666888573135,0.690330931324901,-0.3180112842016184,-0.784987992435273,-0.48016177660752424,-1.7447066672620972,2,-1.0,-1.8369701987210297e-16,-0.9781476007338056,-0.2079116908177598
3698,19,9,-0.46621936788950513,-0.4668074385217601,-0.9135734494242574,0.9691612430863065,0.1155305113966715,-0.052828953047476104,0,-0.9659258262890684,0.2588190451025203,0.8090169943749475,0.5877852522924731
1319,11,11,-1.5075950249443766,1.1700203233049038,-2.7042177206970344,-1.4521266126667853,-0.7129273944698926,-1.0287196750933667,1,0.258819045102521,-0.9659258262890682,0.9135454576426009,0.4067366430758004
3896,21,31,-0.8564585859268075,-0.7874629456647179,0.2204114714786428,-0.44143605391197455,-0.23933303017220214,-1.0905965875513304,1,-0.7071067811865477,0.7071067811865474,-0.10452846326765305,-0.9945218953682734
6842,21,23,-0.4491605557724726,-0.7951787278834006,0.46162691368311065,-1.04267328251864,0.6684200314630238,2.0328252032853062,1,-0.7071067811865477,0.7071067811865474,0.6691306063588583,-0.7431448254773941
6399,20,50,0.26025964192079565,0.09736883093278866,-0.23948055012972175,0.4508037309243081,0.1213095071286074,-0.15059729399276447,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2771,19,37,0.28513082101868215,0.548625636442565,0.4002565848434092,-0.16059258326681136,1.0574411847794467,-0.5428173485157646,0,-0.9659258262890684,0.2588190451025203,-0.6691306063588582,-0.7431448254773942
6029,21,25,0.9373897676313682,2.084587741575952,1.5844216929761223,-1.2994139634549486,-1.2698996313298416,-0.10005277987693915,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387
4217,21,21,0.9662432574973993,-0.21079533131369038,0.1053424433188638,-0.38518960743409886,-0.9187743142630117,-0.8172566605941098,1,-0.7071067811865477,0.7071067811865474,0.8090169943749475,-0.587785252292473
653,21,49,0.6299068383008817,-0.03073920832105035,0.4778719575760576,0.487012692658991,-0.6470669709920592,1.1135945546764447,0,-0.7071067811865477,0.7071067811865474,-0.9135454576426011,0.40673664307579976
2457,21,1,0.16015866512144006,-0.5491771815974773,0.6034044675922334,-2.7704704907690862,-0.6578179185456142,0.766789863089793,1,-0.7071067811865477,0.7071067811865474,0.10452846326765346,0.9945218953682733
6754,21,0,-1.0100054851136988,-0.6416562845793852,1.8242984897385994,1.1011320920901566,-0.7333474124556996,-1.7498387390230643,0,-0.7071067811865477,0.7071067811865474,0.0,1.0
3931,22,26,0.01937768446347263,-0.7890614611795675,0.18732154151548872,1.1170332598766788,-1.2304738293164288,1.0714836346932186,0,-0.5000000000000004,0.8660254037844384,0.40673664307580004,-0.913545457642601
5213,20,4,-0.09579188715838899,-0.17269912529326498,-0.6736175829328798,0.30606704791436695,0.7146756175096642,-0.9082116529587159,0,-0.8660254037844386,0.5000000000000001,0.40673664307580015,0.9135454576426009
6829,22,1,0.5996921021380431,0.9447833754108332,0.14335948370795987,-0.1361490731323726,1.8281283436736813,-0.11254302159910556,0,-0.5000000000000004,0.8660254037844384,0.10452846326765346,0.9945218953682733
